Tid (s),C1,C2
976,56.2,45
977,59.3,45.9
978,55.5,45.2
979,51.7,43.8
980,61,46.2
981,54.4,45.3
982,55.2,45.5
983,55.9,45.9
984,54.4,45.9
985,53.8,45.1
986,52.7,44.1
987,51.4,42
988,51.1,43
989,52.1,43.3
990,51.8,43.4
991,52.9,43.1
992,52.4,45
993,51.9,46.3
994,52.9,47.5
995,51.3,47
996,53.8,48.2
997,56.2,49.7
998,55.6,50.6
999,58.4,53.5
1000,56.6,54.2
1001,58.8,56.2
1002,58.1,51.6
1003,56.7,50.3
1004,57.9,50.5
1005,56.2,50.4
1006,55.9,50.4
1007,59.4,50.9
1008,58.8,51.8
1009,58.6,52.8
1010,61.3,53.8
1011,61.9,54.5
1012,62.1,55
1013,59,53.7
1014,56.5,54.8
1015,55,55.3
1016,52.5,51.3
1017,53.8,50.5
1018,51.9,48.3
1019,55.2,47.4
1020,56.6,48
1021,55.4,48.1
1022,57.6,48.8
1023,59,49.2
1024,59.4,49.8
1025,56.2,48.9
1026,54.8,47.3
1027,52.6,50.4
1028,58,50.2
1029,58.6,50
1030,57.3,51.2
1031,61,49.2
1032,65.6,53.1
1033,67.7,57.2
1034,64.9,56.7
1035,61.6,55.4
1036,59.2,51
1037,55.5,47.9
1038,53.1,45.6
1039,56.5,46.1
1040,58.3,50
1041,58.1,52.5
1042,56.7,51.3
1043,62.5,54.1
1044,60.6,54.2
1045,59.5,54.3
1046,57.4,53.6
1047,56.6,54.1
1048,58,54.8
1049,59.3,55.2
1050,58.5,56.9
1051,59,58.2
1052,59.3,59.7
1053,60.8,59.6
1054,61.8,60.6
1055,58.5,61.2
1056,55.7,66.1
1057,55.4,63.6
1058,53.4,62.3
1059,54.8,66.8
1060,52.7,63.6
1061,57.6,59
1062,58.1,57.4
1063,58.9,55.5
1064,57,54.1
1065,58,52.5
1066,57.9,51.5
1067,59.2,51.7
1068,58.9,50.7
1069,57.2,50.6
1070,55.2,50.4
1071,61.1,50.1
1072,58.2,50.5
1073,57.1,53.3
1074,53,52
1075,52.5,48.7
1076,51.9,46.9
1077,57.5,45.8
1078,52.7,44.8
1079,49.9,43.5
1080,52,44.3
1081,53.9,45.1
1082,58.6,48
1083,60.4,49.8
1084,62.1,51.5
1085,59.5,51.3
1086,58.5,50.1
1087,57.9,50.3
1088,58.9,50.5
1089,57,50.9
1090,57.2,49.4
1091,56.5,49.3
1092,58.9,50.5
1093,56.1,49.5
1094,57.5,48.4
1095,56.9,48.8
1096,57.3,49.8
1097,56.8,50
1098,56.6,50
1099,55.5,48.8
1100,56.6,49.5
1101,55.1,48.7
1102,55.7,48.3
1103,58.2,49.4
1104,56.8,49.5
1105,56.5,48
1106,56.7,48.8
1107,58.2,49.3
1108,58.7,49.1
1109,58.1,48.9
1110,57.4,48
1111,58.8,47.5
1112,56.9,47.3
1113,58,48
1114,58.3,47.5
1115,57.1,47.6
1116,58,47.5
1117,57.2,47.5
1118,56.8,46.5
1119,56.2,46.5
1120,56.6,46.8
1121,57.8,47.7
1122,59.5,48.5
